1.0.1	pṛthvī [17: jsjsylg]
17.4.98	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.4.99	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.100	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.101	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.102	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.103	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.104	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.105	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.4.106	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.4.107	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.4.108	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.4.109	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.110	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.111	anuṣṭubh (1,2: na-vipulā, 3,4: bha-vipulā)
17.4.112	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.4.113	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.114	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.4.115	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.116	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.117	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.4.118	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.119	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.120	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.121	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.4.122	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.123	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.124	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.4.125	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.126	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.127	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.128	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.129	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.130	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.4.131	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.132	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.133	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.134	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.135	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.136	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.137	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.4.138	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.139	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.140	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.141	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.142	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.4.143	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.144	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.145	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.4.146	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.4.147	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.148	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.149	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.150	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.4.151	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.152	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.153	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.154	anuṣṭubh (1,2: pathyā, 3,4: ra-vipulā)
17.4.155	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.4.156	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.157	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.158	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.4.159	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.4.160	anuṣṭubh (1,2: pathyā, 3,4: asamīcīna)
17.4.161	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.162	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.163	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.164	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.165	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
17.4.166	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.167	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.168	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.169	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.170	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.4.171	aupacchandasika = [11: ssjgg] 1,3 + [12: sBry] 2,4
17.4.172	aupacchandasika = [11: ssjgg] 1,3 + [12: sBry] 2,4
17.4.173	aupacchandasika = [11: ssjgg] 1,3 + [12: sBry] 2,4
17.4.174	aupacchandasika = [11: ssjgg] 1,3 + [12: sBry] 2,4
17.4.175	gīti (12, 18, 12, 18)
17.4.176	gīti (12, 18, 12, 18)
17.4.177	gīti (12, 18, 12, 18)
17.4.178	gīti (12, 18, 12, 18)
17.4.179	gīti (12, 18, 12, 18)
17.4.180	gīti (12, 18, 12, 18)
17.4.181	gīti (12, 18, 12, 18)
17.4.182	vasantatilakā [14: tBjjgg]
17.5.1	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.2	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.5.3	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.4	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
17.5.5	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.6	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.7	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.5.8	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.9	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.10	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.11	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.5.12	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.13	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.14	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.5.15	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.16	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.5.17	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.18	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.19	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.20	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.5.21	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.22	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.23	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.24	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.5.25	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.26	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.27	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.28	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.5.29	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.30	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.31	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.5.32	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.33	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.5.34	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.5.35	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.5.36	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.5.37	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.38	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.5.39	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.40	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.41	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.5.42	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
17.5.43	anuṣṭubh (1,2: na-vipulā, 3,4: ma-vipulā)
17.5.44	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.45	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.46	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.47	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.48	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.5.49	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.50	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.51	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.5.52	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.53	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.54	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.55	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.56	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.57	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.58	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.59	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.5.60	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.61	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.62	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.63	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.64	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.5.65	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.66	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.5.67	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.68	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.5.69	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.70	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.71	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.72	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.5.73	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.5.74	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.5.75	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.76	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.77	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.5.78	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.79	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.80	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.5.81	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.82	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.83	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.5.84	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.85	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.86	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.5.87	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.5.88	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.5.89	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.90	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.91	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.92	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.93	anuṣṭubh (1,2: ra-vipulā, 3,4: pathyā)
17.5.94	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.5.95	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.96	anuṣṭubh (1,2: ma-vipulā, 3,4: bha-vipulā)
17.5.97	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.98	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.5.99	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.5.100	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.5.101	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.102	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.103	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.5.104	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.105	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.5.106	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.107	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.108	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.109	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.5.110	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.111	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.5.112	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.113	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
17.5.114	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.115	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.116	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.117	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.118	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.5.119	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.120	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.121	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.122	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.123	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.5.124	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.5.125	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.5.126	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.5.127	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
17.5.128	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.129	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.130	anuṣṭubh (1,2: pathyā, 3,4: ra-vipulā)
17.5.131	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.132	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.133	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.134	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.135	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.136	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.137	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.5.138	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.139	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.140	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.141	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.5.142	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.143	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.144	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.145	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.146	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.147	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.5.148	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
17.5.149	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.150	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.151	anuṣṭubh (1,2: ma-vipulā, 3,4: bha-vipulā)
17.5.152	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.5.153	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.154	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.155	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.156	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.157	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.158	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.159	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.160	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.5.161	anuṣṭubh (1,2: ma-vipulā, 3,4: ra-vipulā)
17.5.162	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.163	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.164	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
17.5.165	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.166	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.167	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.168	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.5.169	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.170	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.171	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.172	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
17.5.173	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.174	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.175	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.5.176	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.177	anuṣṭubh (1,2: pathyā, 3,4: bha-vipulā)
17.5.178	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.179	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.180	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.181	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.182	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.183	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.184	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.5.185	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.5.186	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.187	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.188	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.189	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.190	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.191	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.192	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.5.193	āryā (12, 18, 12, 15)
17.5.194	āryā (12, 18, 12, 15)
17.5.195	upajāti : upendravajrā [11: jtjgg], indravajrā [11: ttjgg]
17.5.196	pṛthvī [17: jsjsylg]
17.5.197	vasantatilakā [14: tBjjgg]
17.6.1	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.2	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.6.3	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.6.4	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.5	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.6.6	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.6.7	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.8	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.6.9	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.10	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.11	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.12	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.13	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.14	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.15	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.16	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.6.17	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.6.18	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.19	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.20	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.21	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.22	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.23	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.24	anuṣṭubh (1,2: ma-vipulā, 3,4: ma-vipulā)
17.6.25	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.6.26	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.6.27	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.28	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.29	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.6.30	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.6.31	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.32	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.33	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.34	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.6.35	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.6.36	anuṣṭubh (1,2: ra-vipulā, 3,4: pathyā)
17.6.37	anuṣṭubh (1,2: na-vipulā, 3,4: bha-vipulā)
17.6.38	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.39	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.6.40	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.41	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.6.42	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.6.43	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.44	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.45	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.46	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.47	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.48	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.6.49	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.50	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.51	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.52	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.53	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
17.6.54	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.6.55	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.56	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.57	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.58	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.59	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.60	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.6.61	anuṣṭubh (1,2: bha-vipulā, 3,4: ma-vipulā)
17.6.62	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.63	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.64	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.65	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.66	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.67	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.68	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.69	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.70	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.71	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.72	anuṣṭubh (1,2: na-vipulā, 3,4: pathyā)
17.6.73	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.74	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.75	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.6.76	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.77	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.78	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.79	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.80	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.81	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.82	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.83	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.84	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.85	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.86	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.87	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.6.88	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.89	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.90	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.91	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.92	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.93	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.6.94	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.95	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.96	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.97	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.98	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.99	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.100	anuṣṭubh (1,2: ma-vipulā, 3,4: na-vipulā)
17.6.101	anuṣṭubh (1,2: ma-vipulā, 3,4: pathyā)
17.6.102	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.103	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.6.104	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.105	anuṣṭubh (1,2: bha-vipulā, 3,4: pathyā)
17.6.106	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.107	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.108	anuṣṭubh (1,2: pathyā, 3,4: na-vipulā)
17.6.109	anuṣṭubh (1,2: pathyā, 3,4: pathyā)
17.6.110	anuṣṭubh (1,2: pathyā, 3,4: ma-vipulā)
